Player,Pos,Tm,G,FG,FGA,PTS,Win_Shares,season
Jalen McDaniels,SF,2TM,80,3.5,7.7,9.4,1.8,2022-23
Jalen McDaniels,SF,2TM,80,3.5,7.7,9.4,1,2022-23
Jalen McDaniels,SF,CHO,56,3.9,8.8,10.6,2.7,2022-23
Jalen McDaniels,SF,CHO,56,3.9,8.8,10.6,1.8,2022-23
Jalen McDaniels,SF,CHO,56,3.9,8.8,10.6,1,2022-23
Jalen McDaniels,SF,PHI,24,2.5,5.1,6.7,2.7,2022-23
Jalen McDaniels,SF,PHI,24,2.5,5.1,6.7,1.8,2022-23
Jalen McDaniels,SF,PHI,24,2.5,5.1,6.7,1,2022-23
Kyle Anderson,PF,MIN,69,3.7,7.2,9.4,5.1,2022-23
Chris Boucher,PF,TOR,76,3.4,7,9.4,5,2022-23
Donte DiVincenzo,SG,GSW,72,3.3,7.5,9.4,4.2,2022-23
Jalen Smith,C,IND,68,3.6,7.5,9.4,2.3,2022-23
Gabe Vincent,PG,MIA,68,3.4,8.3,9.4,1.4,2022-23
Luke Kennard,SG,2TM,59,3.2,6.5,9.3,3.4,2022-23
Luke Kennard,SG,2TM,59,3.2,6.5,9.3,1.1,2022-23
Luke Kennard,SG,2TM,59,3.2,6.5,9.3,2.3,2022-23
Luke Kennard,SG,LAC,35,2.8,6,7.8,3.4,2022-23
Luke Kennard,SG,LAC,35,2.8,6,7.8,1.1,2022-23
Luke Kennard,SG,LAC,35,2.8,6,7.8,2.3,2022-23
Luke Kennard,SG,MEM,24,3.8,7.1,11.3,3.4,2022-23
Luke Kennard,SG,MEM,24,3.8,7.1,11.3,1.1,2022-23
Luke Kennard,SG,MEM,24,3.8,7.1,11.3,2.3,2022-23
Hamidou Diallo,SF,DET,56,3.8,6.7,9.3,1.3,2022-23
Tari Eason,PF,HOU,82,3.6,8,9.3,2.6,2022-23
Precious Achiuwa,C,TOR,55,3.6,7.3,9.2,2.2,2022-23
Deni Avdija,SF,WAS,76,3.3,7.6,9.2,2.3,2022-23
Seth Curry,SG,BRK,61,3.4,7.4,9.2,1.8,2022-23
Walker Kessler,C,UTA,74,4,5.6,9.2,7.1,2022-23
Bol Bol,PF,ORL,70,3.7,6.8,9.1,2.3,2022-23
Jalen Duren,C,DET,67,3.9,5.9,9.1,4.5,2022-23
Josh Green,SG,DAL,60,3.4,6.4,9.1,2.6,2022-23
Naji Marshall,SF,NOP,77,3.2,7.4,9.1,2.5,2022-23
Taurean Prince,PF,MIN,54,3.3,7,9.1,1.3,2022-23
Jae'Sean Tate,SF,HOU,31,3.5,7.4,9.1,0.7,2022-23
Santi Aldama,PF,MEM,77,3.2,6.8,9,4.6,2022-23
Jose Alvarado,PG,NOP,61,3.3,8,9,1.8,2022-23
Daniel Gafford,C,WAS,78,3.7,5.1,9,6.1,2022-23
Mark Williams,C,CHO,43,3.7,5.8,9,2.8,2022-23
AJ Griffin,SF,ATL,72,3.4,7.4,8.9,2.2,2022-23
Jaden Hardy,SG,DAL,48,3,6.9,8.8,0.7,2022-23
Shaquille Harrison,SG,POR,5,3,7.2,8.8,0.3,2022-23
Terance Mann,SG,LAC,81,3.4,6.5,8.8,4.3,2022-23
Royce O'Neale,SF,BRK,76,3,7.8,8.8,2.9,2022-23
Dennis Smith Jr.,PG,CHO,54,3.4,8.4,8.8,1.1,2022-23
Jordan Nwora,SF,2TM,62,3.1,7.2,8.7,1.5,2022-23
Jordan Nwora,SF,2TM,62,3.1,7.2,8.7,0.7,2022-23
Jordan Nwora,SF,2TM,62,3.1,7.2,8.7,0.8,2022-23
Jordan Nwora,SF,MIL,38,2,5.2,6,1.5,2022-23
Jordan Nwora,SF,MIL,38,2,5.2,6,0.7,2022-23
Jordan Nwora,SF,MIL,38,2,5.2,6,0.8,2022-23
Jordan Nwora,SF,IND,24,4.9,10.3,13,1.5,2022-23
Jordan Nwora,SF,IND,24,4.9,10.3,13,0.7,2022-23
Jordan Nwora,SF,IND,24,4.9,10.3,13,0.8,2022-23
T.J. McConnell,PG,IND,75,3.8,6.9,8.7,3.1,2022-23
Cedi Osman,SF,CLE,77,3.1,6.9,8.7,3.3,2022-23
Landry Shamet,SG,PHO,40,2.8,7.5,8.7,1.2,2022-23
Steven Adams,C,MEM,42,3.7,6.3,8.6,3.4,2022-23
Ayo Dosunmu,SG,CHI,80,3.5,7.1,8.6,2.9,2022-23
Draymond Green,PF,GSW,73,3.4,6.5,8.5,4.7,2022-23
Shake Milton,SG,PHI,76,3.2,6.6,8.4,2.9,2022-23
Dorian Finney-Smith,PF,2TM,66,3,7.6,8.3,2.1,2022-23
Dorian Finney-Smith,PF,2TM,66,3,7.6,8.3,1.7,2022-23
Dorian Finney-Smith,PF,2TM,66,3,7.6,8.3,0.4,2022-23
Dorian Finney-Smith,PF,DAL,40,3.2,7.8,9.1,2.1,2022-23
Dorian Finney-Smith,PF,DAL,40,3.2,7.8,9.1,1.7,2022-23
Dorian Finney-Smith,PF,DAL,40,3.2,7.8,9.1,0.4,2022-23
Dorian Finney-Smith,PF,BRK,26,2.6,7.3,7.2,2.1,2022-23
Dorian Finney-Smith,PF,BRK,26,2.6,7.3,7.2,1.7,2022-23
Dorian Finney-Smith,PF,BRK,26,2.6,7.3,7.2,0.4,2022-23
Terrence Ross,SG,2TM,63,3.2,7.4,8.3,1.6,2022-23
Terrence Ross,SG,2TM,63,3.2,7.4,8.3,0.6,2022-23
Terrence Ross,SG,2TM,63,3.2,7.4,8.3,1,2022-23
Terrence Ross,SG,ORL,42,3.1,7.1,8,1.6,2022-23
Terrence Ross,SG,ORL,42,3.1,7.1,8,0.6,2022-23
Terrence Ross,SG,ORL,42,3.1,7.1,8,1,2022-23
Terrence Ross,SG,PHO,21,3.4,7.9,9,1.6,2022-23
Terrence Ross,SG,PHO,21,3.4,7.9,9,0.6,2022-23
Terrence Ross,SG,PHO,21,3.4,7.9,9,1,2022-23
Gary Harris,SG,ORL,48,2.9,6.4,8.3,2.3,2022-23
Kevin Love,PF,2TM,62,2.7,6.8,8.2,2.6,2022-23
Kevin Love,PF,2TM,62,2.7,6.8,8.2,1.9,2022-23
Kevin Love,PF,2TM,62,2.7,6.8,8.2,0.7,2022-23
Kevin Love,PF,CLE,41,2.7,7,8.5,2.6,2022-23
Kevin Love,PF,CLE,41,2.7,7,8.5,1.9,2022-23
Kevin Love,PF,CLE,41,2.7,7,8.5,0.7,2022-23
Kevin Love,PF,MIA,21,2.6,6.6,7.7,2.6,2022-23
Kevin Love,PF,MIA,21,2.6,6.6,7.7,1.9,2022-23
Kevin Love,PF,MIA,21,2.6,6.6,7.7,0.7,2022-23
Damion Lee,SG,PHO,74,2.7,6.1,8.2,2.6,2022-23
Georges Niang,PF,PHI,78,2.8,6.4,8.2,2.5,2022-23
Nick Richards,C,CHO,65,3,4.8,8.2,4.2,2022-23
Aleksej Pokusevski,PF,OKC,34,3.2,7.3,8.1,1,2022-23
Grant Williams,PF,BOS,79,2.7,6,8.1,4.4,2022-23
Jevon Carter,PG,MIL,81,3,7,8,3.5,2022-23
Kemba Walker,PG,DAL,9,2.7,6.3,8,0.3,2022-23
Kenrich Williams,PF,OKC,53,3.4,6.5,8,3.3,2022-23
Robert Williams,C,BOS,35,3.6,4.9,8,3.8,2022-23
Gabe York,SG,IND,3,2.7,7,8,0.1,2022-23
Jarred Vanderbilt,PF,2TM,78,3.2,5.8,7.9,5.2,2022-23
Jarred Vanderbilt,PF,2TM,78,3.2,5.8,7.9,3.6,2022-23
Jarred Vanderbilt,PF,2TM,78,3.2,5.8,7.9,1.5,2022-23
Jarred Vanderbilt,PF,UTA,52,3.3,6,8.3,5.2,2022-23
Jarred Vanderbilt,PF,UTA,52,3.3,6,8.3,3.6,2022-23
Jarred Vanderbilt,PF,UTA,52,3.3,6,8.3,1.5,2022-23
Jarred Vanderbilt,PF,LAL,26,2.8,5.4,7.2,5.2,2022-23
Jarred Vanderbilt,PF,LAL,26,2.8,5.4,7.2,3.6,2022-23
Jarred Vanderbilt,PF,LAL,26,2.8,5.4,7.2,1.5,2022-23
Ochai Agbaji,SG,UTA,59,2.8,6.5,7.9,1.3,2022-23
Chris Duarte,SF,IND,46,2.7,7.2,7.9,0,2022-23
Duane Washington Jr.,SG,PHO,31,3,8.3,7.9,-0.5,2022-23
Jeff Green,PF,DEN,56,2.9,5.9,7.8,1.7,2022-23
Tre Mann,PG,OKC,67,2.9,7.5,7.7,0.5,2022-23
Pat Connaughton,SF,MIL,61,2.7,6.9,7.6,2.5,2022-23
Joe Harris,SF,BRK,74,2.7,5.9,7.6,2.6,2022-23
Trey Lyles,PF,SAC,74,2.5,5.5,7.6,2.6,2022-23
T.J. Warren,PF,2TM,42,3.1,6.4,7.5,1.2,2022-23
T.J. Warren,PF,2TM,42,3.1,6.4,7.5,0.8,2022-23
T.J. Warren,PF,2TM,42,3.1,6.4,7.5,0.3,2022-23
T.J. Warren,PF,BRK,26,3.9,7.7,9.5,1.2,2022-23
T.J. Warren,PF,BRK,26,3.9,7.7,9.5,0.8,2022-23
T.J. Warren,PF,BRK,26,3.9,7.7,9.5,0.3,2022-23
T.J. Warren,SF,PHO,16,1.9,4.4,4.2,1.2,2022-23
T.J. Warren,SF,PHO,16,1.9,4.4,4.2,0.8,2022-23
T.J. Warren,SF,PHO,16,1.9,4.4,4.2,0.3,2022-23
Devonte' Graham,PG,2TM,73,2.2,5.9,7.4,2.5,2022-23
Devonte' Graham,PG,2TM,73,2.2,5.9,7.4,1.8,2022-23
Devonte' Graham,PG,2TM,73,2.2,5.9,7.4,0.8,2022-23
Devonte' Graham,PG,NOP,53,1.6,4.4,5.3,2.5,2022-23
Devonte' Graham,PG,NOP,53,1.6,4.4,5.3,1.8,2022-23
Devonte' Graham,PG,NOP,53,1.6,4.4,5.3,0.8,2022-23
Devonte' Graham,PG,SAS,20,3.8,10,13,2.5,2022-23
Devonte' Graham,PG,SAS,20,3.8,10,13,1.8,2022-23
Devonte' Graham,PG,SAS,20,3.8,10,13,0.8,2022-23
Torrey Craig,PF,PHO,79,2.9,6.3,7.4,4,2022-23
Mitchell Robinson,C,NYK,59,3.2,4.7,7.4,6.5,2022-23
Obi Toppin,PF,NYK,67,2.8,6.3,7.4,2.1,2022-23
Trendon Watford,PF,POR,62,2.9,5.2,7.4,2.1,2022-23
Delon Wright,PG,WAS,50,2.8,5.8,7.4,3.7,2022-23
Jay Huff,C,WAS,7,2.1,3.6,7.3,0.5,2022-23
Josh Okogie,SG,PHO,72,2.3,5.8,7.3,2.8,2022-23
Reggie Bullock,SF,DAL,78,2.5,6,7.2,2.8,2022-23
Isaiah Jackson,C,IND,63,2.8,5,7.2,2.7,2022-23
Kendrick Nunn,SG,2TM,70,2.7,6.4,7.1,0.2,2022-23
Kendrick Nunn,SG,2TM,70,2.7,6.4,7.1,-0.2,2022-23
Kendrick Nunn,SG,2TM,70,2.7,6.4,7.1,0.4,2022-23
Kendrick Nunn,SG,LAL,39,2.6,6.4,6.7,0.2,2022-23
Kendrick Nunn,SG,LAL,39,2.6,6.4,6.7,-0.2,2022-23
Kendrick Nunn,SG,LAL,39,2.6,6.4,6.7,0.4,2022-23
Kendrick Nunn,SG,WAS,31,2.9,6.4,7.5,0.2,2022-23
Kendrick Nunn,SG,WAS,31,2.9,6.4,7.5,-0.2,2022-23
Kendrick Nunn,SG,WAS,31,2.9,6.4,7.5,0.4,2022-23
Troy Brown Jr.,SF,LAL,76,2.6,6.1,7.1,2.9,2022-23
Edmond Sumner,SG,BRK,53,2.3,5.1,7.1,1.3,2022-23
Lindell Wigginton,PG,MIL,7,2.6,5.3,7.1,0.1,2022-23
Eugene Omoruyi,SF,2TM,40,2.5,5.7,7,0.6,2022-23
Eugene Omoruyi,SF,2TM,40,2.5,5.7,7,0.3,2022-23
Eugene Omoruyi,SF,2TM,40,2.5,5.7,7,0.3,2022-23
Eugene Omoruyi,SF,OKC,23,1.9,4.1,4.9,0.6,2022-23
Eugene Omoruyi,SF,OKC,23,1.9,4.1,4.9,0.3,2022-23
Eugene Omoruyi,SF,OKC,23,1.9,4.1,4.9,0.3,2022-23
Eugene Omoruyi,SF,DET,17,3.4,7.9,9.7,0.6,2022-23
Eugene Omoruyi,SF,DET,17,3.4,7.9,9.7,0.3,2022-23
Eugene Omoruyi,SF,DET,17,3.4,7.9,9.7,0.3,2022-23
Chance Comanche,C,POR,1,3,5,7,0,2022-23
Kevon Looney,C,GSW,82,3,4.7,7,8.7,2022-23
Joshua Primo,SG,SAS,4,2.3,6.5,7,-0.1,2022-23
Daniel Theis,C,IND,7,3,6.3,7,0.1,2022-23
Xavier Tillman Sr.,C,MEM,61,3.1,5,7,4.2,2022-23
Svi Mykhailiuk,SF,2TM,32,2.4,5.4,6.9,0.8,2022-23
Svi Mykhailiuk,SF,2TM,32,2.4,5.4,6.9,0.1,2022-23
Svi Mykhailiuk,SF,2TM,32,2.4,5.4,6.9,0.7,2022-23
Svi Mykhailiuk,SF,NYK,13,0.5,0.9,1.6,0.8,2022-23
Svi Mykhailiuk,SF,NYK,13,0.5,0.9,1.6,0.1,2022-23
Svi Mykhailiuk,SF,NYK,13,0.5,0.9,1.6,0.7,2022-23
Svi Mykhailiuk,SF,CHO,19,3.7,8.5,10.6,0.8,2022-23
Svi Mykhailiuk,SF,CHO,19,3.7,8.5,10.6,0.1,2022-23
Svi Mykhailiuk,SF,CHO,19,3.7,8.5,10.6,0.7,2022-23
Jae Crowder,PF,MIL,18,2.5,5.2,6.9,1.2,2022-23
Willy Hernangómez,C,NOP,38,2.3,4.4,6.9,1.6,2022-23
Joe Ingles,SF,MIL,46,2.3,5.4,6.9,2.3,2022-23
Ty Jerome,SG,GSW,45,2.6,5.4,6.9,2.1,2022-23
Cory Joseph,PG,DET,62,2.4,5.7,6.9,1.8,2022-23
Romeo Langford,SG,SAS,43,2.8,6,6.9,0.5,2022-23
Ben Simmons,PG,BRK,42,3.2,5.6,6.9,2.2,2022-23
Will Barton,SG,2TM,56,2.5,6.5,6.8,0.4,2022-23
Will Barton,SG,2TM,56,2.5,6.5,6.8,0.2,2022-23
Will Barton,SG,2TM,56,2.5,6.5,6.8,0.2,2022-23
Will Barton,SG,WAS,40,2.8,7.1,7.7,0.4,2022-23
Will Barton,SG,WAS,40,2.8,7.1,7.7,0.2,2022-23
Will Barton,SG,WAS,40,2.8,7.1,7.7,0.2,2022-23
Will Barton,SG,TOR,16,1.8,4.9,4.5,0.4,2022-23
Will Barton,SG,TOR,16,1.8,4.9,4.5,0.2,2022-23
Will Barton,SG,TOR,16,1.8,4.9,4.5,0.2,2022-23
Larry Nance Jr.,C,NOP,65,2.9,4.7,6.8,4.9,2022-23
Jeremiah Robinson-Earl,PF,OKC,43,2.6,5.8,6.8,1.9,2022-23
Aaron Wiggins,SG,OKC,70,2.7,5.2,6.8,2.6,2022-23
Justise Winslow,PF,POR,29,2.8,6.8,6.8,0.4,2022-23
Terence Davis,SG,SAC,64,2.4,5.7,6.7,0.9,2022-23
Anthony Lamb,SF,GSW,62,2.4,5.1,6.7,2.4,2022-23
Isaiah Livers,PF,DET,52,2.3,5.5,6.7,1,2022-23
Théo Maledon,PG,CHO,44,2.3,5.8,6.7,0.8,2022-23
Dwight Powell,C,DAL,76,2.6,3.5,6.7,5.1,2022-23
David Roddy,PF,MEM,70,2.6,6,6.7,1.1,2022-23
Kevin Knox,SF,2TM,63,2.4,5.3,6.6,0.7,2022-23
Kevin Knox,SF,2TM,63,2.4,5.3,6.6,0.5,2022-23
Kevin Knox,SF,2TM,63,2.4,5.3,6.6,0.1,2022-23
Kevin Knox,SF,DET,42,2,4.3,5.6,0.7,2022-23
Kevin Knox,SF,DET,42,2,4.3,5.6,0.5,2022-23
Kevin Knox,SF,DET,42,2,4.3,5.6,0.1,2022-23
Kevin Knox,PF,POR,21,3.2,7.3,8.5,0.7,2022-23
Kevin Knox,PF,POR,21,3.2,7.3,8.5,0.5,2022-23
Kevin Knox,PF,POR,21,3.2,7.3,8.5,0.1,2022-23
Mo Bamba,C,2TM,49,2.4,4.9,6.6,2.2,2022-23
Mo Bamba,C,2TM,49,2.4,4.9,6.6,2.1,2022-23
Mo Bamba,C,2TM,49,2.4,4.9,6.6,0.1,2022-23
Mo Bamba,C,ORL,40,2.7,5.4,7.3,2.2,2022-23
Mo Bamba,C,ORL,40,2.7,5.4,7.3,2.1,2022-23
Mo Bamba,C,ORL,40,2.7,5.4,7.3,0.1,2022-23
Mo Bamba,C,LAL,9,1.2,3,3.7,2.2,2022-23
Mo Bamba,C,LAL,9,1.2,3,3.7,2.1,2022-23
Mo Bamba,C,LAL,9,1.2,3,3.7,0.1,2022-23
Drew Eubanks,C,POR,78,2.7,4.3,6.6,4.4,2022-23
Jordan Goodwin,PG,WAS,62,2.5,5.7,6.6,2.2,2022-23
Jock Landale,C,PHO,69,2.6,4.9,6.6,2.7,2022-23
Nassir Little,SF,POR,54,2.5,5.6,6.6,0.7,2022-23
Brandon Boston Jr.,SF,LAC,22,2.3,5.5,6.5,0.2,2022-23
Luka Garza,C,MIN,28,2.3,4.1,6.5,1.1,2022-23
Jay Scrubb,SG,ORL,2,2.5,3.5,6.5,0.1,2022-23
Cody Zeller,C,MIA,15,2.5,3.9,6.5,0.7,2022-23
Dario Šarić,C,2TM,57,2.2,4.9,6.4,1.7,2022-23
Dario Šarić,C,2TM,57,2.2,4.9,6.4,0.9,2022-23
Dario Šarić,C,2TM,57,2.2,4.9,6.4,0.7,2022-23
Dario Šarić,PF,PHO,37,2.1,4.8,5.8,1.7,2022-23
Dario Šarić,PF,PHO,37,2.1,4.8,5.8,0.9,2022-23
Dario Šarić,PF,PHO,37,2.1,4.8,5.8,0.7,2022-23
Dario Šarić,C,OKC,20,2.6,5,7.4,1.7,2022-23
Dario Šarić,C,OKC,20,2.6,5,7.4,0.9,2022-23
Dario Šarić,C,OKC,20,2.6,5,7.4,0.7,2022-23
R.J. Hampton,SG,2TM,47,2.2,5,6.4,0.7,2022-23
R.J. Hampton,SG,2TM,47,2.2,5,6.4,0.6,2022-23
R.J. Hampton,SG,2TM,47,2.2,5,6.4,0.1,2022-23
R.J. Hampton,SG,ORL,26,1.9,4.4,5.7,0.7,2022-23
R.J. Hampton,SG,ORL,26,1.9,4.4,5.7,0.6,2022-23
R.J. Hampton,SG,ORL,26,1.9,4.4,5.7,0.1,2022-23
R.J. Hampton,SG,DET,21,2.5,5.9,7.3,0.7,2022-23
R.J. Hampton,SG,DET,21,2.5,5.9,7.3,0.6,2022-23
R.J. Hampton,SG,DET,21,2.5,5.9,7.3,0.1,2022-23
JaMychal Green,PF,GSW,57,2.4,4.4,6.4,2.2,2022-23
Sam Hauser,SF,BOS,80,2.3,5,6.4,3.4,2022-23
Isaac Okoro,SF,CLE,76,2.3,4.7,6.4,4.2,2022-23
Duncan Robinson,SF,MIA,42,2.1,5.6,6.4,0.5,2022-23
Goran Dragić,PG,2TM,58,2.4,5.8,6.3,0.4,2022-23
Goran Dragić,PG,2TM,58,2.4,5.8,6.3,0.4,2022-23
Goran Dragić,PG,2TM,58,2.4,5.8,6.3,0.1,2022-23
Goran Dragić,PG,CHI,51,2.5,5.9,6.4,0.4,2022-23
Goran Dragić,PG,CHI,51,2.5,5.9,6.4,0.4,2022-23
Goran Dragić,PG,CHI,51,2.5,5.9,6.4,0.1,2022-23
Goran Dragić,PG,MIL,7,2,5.1,5.6,0.4,2022-23
Goran Dragić,PG,MIL,7,2,5.1,5.6,0.4,2022-23
Goran Dragić,PG,MIL,7,2,5.1,5.6,0.1,2022-23
Simone Fontecchio,SF,UTA,52,2.2,6,6.3,-0.1,2022-23
Patrick Beverley,PG,2TM,67,2.1,5.4,6.2,3,2022-23
Patrick Beverley,PG,2TM,67,2.1,5.4,6.2,1.8,2022-23
Patrick Beverley,PG,2TM,67,2.1,5.4,6.2,1.2,2022-23
Patrick Beverley,SG,LAL,45,2.2,5.4,6.4,3,2022-23
Patrick Beverley,SG,LAL,45,2.2,5.4,6.4,1.8,2022-23
Patrick Beverley,SG,LAL,45,2.2,5.4,6.4,1.2,2022-23
Patrick Beverley,PG,CHI,22,2.1,5.4,5.8,3,2022-23
Patrick Beverley,PG,CHI,22,2.1,5.4,5.8,1.8,2022-23
Patrick Beverley,PG,CHI,22,2.1,5.4,5.8,1.2,2022-23
Nickeil Alexander-Walker,SG,2TM,59,2.2,5,6.2,1.1,2022-23
Nickeil Alexander-Walker,SG,2TM,59,2.2,5,6.2,0.8,2022-23
Nickeil Alexander-Walker,SG,2TM,59,2.2,5,6.2,0.3,2022-23
Nickeil Alexander-Walker,SG,UTA,36,2.3,4.7,6.3,1.1,2022-23
Nickeil Alexander-Walker,SG,UTA,36,2.3,4.7,6.3,0.8,2022-23
Nickeil Alexander-Walker,SG,UTA,36,2.3,4.7,6.3,0.3,2022-23
Nickeil Alexander-Walker,SG,MIN,23,2.1,5.4,5.9,1.1,2022-23
Nickeil Alexander-Walker,SG,MIN,23,2.1,5.4,5.9,0.8,2022-23
Nickeil Alexander-Walker,SG,MIN,23,2.1,5.4,5.9,0.3,2022-23
Jared Butler,PG,OKC,6,2.5,5.3,6.2,0.1,2022-23
Quenton Jackson,PG,WAS,9,2.1,4.7,6.2,0.2,2022-23
Patty Mills,PG,BRK,40,2.2,5.2,6.2,0.4,2022-23
Sandro Mamukelashvili,C,2TM,43,2.3,5.3,6.1,0.9,2022-23
Sandro Mamukelashvili,C,2TM,43,2.3,5.3,6.1,0.2,2022-23
Sandro Mamukelashvili,C,2TM,43,2.3,5.3,6.1,0.6,2022-23
Sandro Mamukelashvili,C,MIL,24,0.8,2.4,2.4,0.9,2022-23
Sandro Mamukelashvili,C,MIL,24,0.8,2.4,2.4,0.2,2022-23
Sandro Mamukelashvili,C,MIL,24,0.8,2.4,2.4,0.6,2022-23
Sandro Mamukelashvili,C,SAS,19,4.1,9.1,10.8,0.9,2022-23
Sandro Mamukelashvili,C,SAS,19,4.1,9.1,10.8,0.2,2022-23
Sandro Mamukelashvili,C,SAS,19,4.1,9.1,10.8,0.6,2022-23
Mike Muscala,C,2TM,63,2.1,4.6,6.1,2.5,2022-23
Mike Muscala,C,2TM,63,2.1,4.6,6.1,1.7,2022-23
Mike Muscala,C,2TM,63,2.1,4.6,6.1,0.8,2022-23
Mike Muscala,C,OKC,43,2.1,4.7,6.2,2.5,2022-23
Mike Muscala,C,OKC,43,2.1,4.7,6.2,1.7,2022-23
Mike Muscala,C,OKC,43,2.1,4.7,6.2,0.8,2022-23
Mike Muscala,C,BOS,20,2.1,4.5,5.9,2.5,2022-23
Mike Muscala,C,BOS,20,2.1,4.5,5.9,1.7,2022-23
Mike Muscala,C,BOS,20,2.1,4.5,5.9,0.8,2022-23
Nicolas Batum,PF,LAC,78,2.1,4.9,6.1,3.6,2022-23
Oshae Brissett,PF,IND,65,1.9,4.9,6.1,1.1,2022-23
Evan Fournier,SG,NYK,27,2.1,6.1,6.1,0.1,2022-23
Saben Lee,PG,2TM,25,2,4.8,6,0.7,2022-23
Saben Lee,PG,2TM,25,2,4.8,6,0,2022-23
Saben Lee,PG,2TM,25,2,4.8,6,0.7,2022-23
Saben Lee,PG,PHI,2,1.5,2,3,0.7,2022-23
Saben Lee,PG,PHI,2,1.5,2,3,0,2022-23
Saben Lee,PG,PHI,2,1.5,2,3,0.7,2022-23
Saben Lee,PG,PHO,23,2,5.1,6.3,0.7,2022-23
Saben Lee,PG,PHO,23,2,5.1,6.3,0,2022-23
Saben Lee,PG,PHO,23,2,5.1,6.3,0.7,2022-23
Robert Covington,PF,LAC,48,2.1,4.8,6,1.9,2022-23
Andre Drummond,C,CHI,67,2.5,4.1,6,2.8,2022-23
Maxi Kleber,PF,DAL,37,2.1,4.6,5.9,1.3,2022-23
Jaylin Williams,C,OKC,49,2.1,4.8,5.9,1.9,2022-23
Josh Christopher,SG,HOU,64,2.4,5.1,5.8,0,2022-23
Johnny Davis,SG,WAS,28,2.4,6.1,5.8,-0.3,2022-23
Stanley Johnson,SF,SAS,30,2.2,4.1,5.8,0.7,2022-23
Charles Bassey,C,SAS,35,2.5,3.9,5.7,1.3,2022-23
Rodney McGruder,SG,DET,32,1.9,4.8,5.7,0.7,2022-23
Ziaire Williams,SF,MEM,37,2.3,5.3,5.7,0.1,2022-23
James Bouknight,SG,CHO,34,2,5.7,5.6,-0.4,2022-23
Alex Caruso,PG,CHI,67,1.9,4.3,5.6,3.6,2022-23
Montrezl Harrell,C,PHI,57,2.2,3.7,5.6,2.2,2022-23
Jalen Johnson,SF,ATL,70,2.3,4.6,5.6,2.1,2022-23
Davion Mitchell,PG,SAC,80,2.3,5,5.6,1.5,2022-23
Payton Pritchard,PG,BOS,48,2.1,5.1,5.6,0.6,2022-23
Derrick Rose,PG,NYK,27,2.3,5.9,5.6,0,2022-23
Yuta Watanabe,SF,BRK,58,2,4,5.6,2.1,2022-23
Danny Green,SG,2TM,11,2,4.5,5.5,0.2,2022-23
Danny Green,SG,2TM,11,2,4.5,5.5,-0.1,2022-23
Danny Green,SG,2TM,11,2,4.5,5.5,0.2,2022-23
Danny Green,SG,MEM,3,1,3.7,3,0.2,2022-23
Danny Green,SG,MEM,3,1,3.7,3,-0.1,2022-23
Danny Green,SG,MEM,3,1,3.7,3,0.2,2022-23
Danny Green,SG,CLE,8,2.4,4.8,6.5,0.2,2022-23
Danny Green,SG,CLE,8,2.4,4.8,6.5,-0.1,2022-23
Danny Green,SG,CLE,8,2.4,4.8,6.5,0.2,2022-23
Jarrell Brantley,PF,UTA,4,2,3.5,5.5,0.1,2022-23
Wenyen Gabriel,C,LAL,68,2.3,3.8,5.5,2.8,2022-23
Nikola Jović,PF,MIA,15,1.9,4.6,5.5,0.2,2022-23
Otto Porter Jr.,SF,TOR,8,1.9,3.8,5.5,0.4,2022-23
Jamal Cain,PF,MIA,18,2.1,3.7,5.4,0.8,2022-23
Bryce McGowens,SG,CHO,46,1.7,4.4,5.3,0.1,2022-23
Lamar Stevens,SF,CLE,62,2.1,4.6,5.3,1.9,2022-23
Dewayne Dedmon,C,2TM,38,2,4,5.2,1,2022-23
Dewayne Dedmon,C,2TM,38,2,4,5.2,0.8,2022-23
Dewayne Dedmon,C,2TM,38,2,4,5.2,0.2,2022-23
Dewayne Dedmon,C,MIA,30,2.1,4.3,5.7,1,2022-23
Dewayne Dedmon,C,MIA,30,2.1,4.3,5.7,0.8,2022-23
Dewayne Dedmon,C,MIA,30,2.1,4.3,5.7,0.2,2022-23
Dewayne Dedmon,C,PHI,8,1.6,2.8,3.5,1,2022-23
Dewayne Dedmon,C,PHI,8,1.6,2.8,3.5,0.8,2022-23
Dewayne Dedmon,C,PHI,8,1.6,2.8,3.5,0.2,2022-23
Darius Bazley,C,2TM,43,1.9,4.3,5.2,1,2022-23
Darius Bazley,C,2TM,43,1.9,4.3,5.2,0.9,2022-23
Darius Bazley,C,2TM,43,1.9,4.3,5.2,0.1,2022-23
Darius Bazley,C,OKC,36,2,4.4,5.4,1,2022-23
Darius Bazley,C,OKC,36,2,4.4,5.4,0.9,2022-23
Darius Bazley,C,OKC,36,2,4.4,5.4,0.1,2022-23
Darius Bazley,C,PHO,7,1.7,3.6,4,1,2022-23
Darius Bazley,C,PHO,7,1.7,3.6,4,0.9,2022-23
Darius Bazley,C,PHO,7,1.7,3.6,4,0.1,2022-23
Rudy Gay,PF,UTA,56,1.9,5.1,5.2,0.3,2022-23
Javonte Green,SF,CHI,32,1.9,3.4,5.2,1.4,2022-23
Zeke Nnaji,PF,DEN,53,2.1,3.7,5.2,1.6,2022-23
Ricky Rubio,PG,CLE,33,1.8,5.4,5.2,0.7,2022-23
Lindy Waters III,SG,OKC,41,1.7,4.3,5.2,1.1,2022-23
